Temperature,Temperature2,Luminosity,Infrared,Distance,PIR,Humidity,CreatedAt,Source
32.5,32.7,22.75,89.94,56.2,1,13,10/10/2020 16:05:54,Infrared
30.24,30.44,58.69,92.97,59.69,1,11,10/10/2020 16:05:55,Infrared
30.24,30.44,55.57,50.68,55,1,11,10/10/2020 16:05:56,Infrared
30.24,30.44,54.2,0,55.05,0,11,10/10/2020 16:05:57,Infrared
30.24,30.14,34.77,0,66,0,11,10/10/2020 16:05:58,Infrared
30.24,30.14,44.53,10.74,55.44,0,11,10/10/2020 16:05:59,Infrared
32.5,32.4,27.44,33.69,54,0,11,10/10/2020 16:06:00,Infrared
32,31.9,48.54,26.37,12,0,11,10/10/2020 16:06:01,Infrared
30.24,30.14,29.3,60.55,65,0,11,10/10/2020 16:06:02,Infrared
32.18,32.08,32.23,46.09,56.59,0,11,10/10/2020 16:06:03,Infrared
32.18,32.08,24.9,37.5,54,0,11,10/10/2020 16:06:04,Infrared
32.5,32.4,28.81,8.98,56.18,0,12,10/10/2020 16:06:05,Infrared
32.5,32.4,52.83,21.78,45,0,12,10/10/2020 16:06:06,Infrared
30.24,30.14,26.17,46.29,57.48,0,12,10/10/2020 16:06:07,Infrared
30.24,30.14,21.78,65.92,34,0,12,10/10/2020 16:06:08,Infrared
30.24,30.14,41.89,12.5,57.2,1,12,10/10/2020 16:06:09,Infrared
30.24,30.14,29.69,46.88,34,1,12,10/10/2020 16:06:10,Infrared
32.18,32.08,38.67,20.61,59,0,12,10/10/2020 16:06:11,Infrared
30.24,30.14,31.64,42.19,54,1,12,10/10/2020 16:06:12,Infrared
32.18,32.08,32.23,30.86,57.72,1,12,10/10/2020 16:06:13,Infrared
32.18,32.08,29.59,43.85,34,0,12,10/10/2020 16:06:14,Infrared
32.18,32.08,30.96,48.63,60.05,0,12,10/10/2020 16:06:15,Infrared
30.24,30.14,27.05,33.2,43,0,12,10/10/2020 16:06:16,Infrared
30.24,30.14,27.34,35.84,60.11,0,12,10/10/2020 16:06:17,Infrared
30.24,30.14,26.27,32.42,54,0,12,10/10/2020 16:06:18,Infrared
30.24,30.14,18.65,36.72,60.04,0,13,10/10/2020 16:06:19,Infrared
32.18,32.08,30.08,49.22,65,0,13,10/10/2020 16:06:20,Infrared
30.24,34.14,30.96,38.18,57.5,0,13,10/10/2020 16:06:21,Infrared
30.24,33.14,32.71,12.11,76,0,13,10/10/2020 16:06:22,Infrared
32.18,32.08,38.96,16.31,55.94,0,13,10/10/2020 16:06:23,Infrared
32.18,32.08,29.79,49.61,61.57,1,13,10/10/2020 16:06:24,Infrared
32,31.9,41.31,13.87,22,1,13,10/10/2020 16:06:25,DayLight
32.18,32.08,6.64,0,400,1,13,10/10/2020 16:06:26,DayLight
32.18,32.08,4.39,0,400,1,13,10/10/2020 16:06:27,DayLight
32.18,32.08,6.05,0,400,1,13,10/10/2020 16:06:28,DayLight
32.18,32.08,5.86,0,400,1,13,10/10/2020 16:06:29,DayLight
32.18,32.08,5.76,0,400,1,13,10/10/2020 16:06:30,DayLight
32.18,32.08,6.64,0,400,1,13,10/10/2020 16:06:31,DayLight
32.18,32.08,6.45,0,400,0,13,10/10/2020 16:06:32,DayLight
32.18,32.08,6.15,0,400,0,13,10/10/2020 16:06:33,DayLight
32.18,32.08,4.39,0,400,0,13,10/10/2020 16:06:34,DayLight
32.18,32.38,5.76,0,400,0,13,10/10/2020 16:06:35,DayLight
32.18,32.38,5.27,0,400,0,13,10/10/2020 16:06:36,DayLight
32.18,32.38,6.64,0,75.12,0,11,10/10/2020 16:06:37,DayLight
32.18,32.38,6.64,0,400,0,11,10/10/2020 16:06:38,DayLight
32.18,32.38,4.98,0,400,0,11,10/10/2020 16:06:39,DayLight
32.18,32.38,6.05,0,74.18,0,11,10/10/2020 16:06:40,DayLight
32.18,32.38,6.25,0,400,0,11,10/10/2020 16:06:41,DayLight
32.18,32.38,4.69,0,400,0,11,10/10/2020 16:06:42,DayLight
32.18,32.38,6.25,0,400,0,11,10/10/2020 16:06:43,DayLight
32.18,32.38,4.3,0,400,0,11,10/10/2020 16:06:44,DayLight
32.18,32.38,6.25,0,400,0,11,10/10/2020 16:06:45,DayLight
32.18,32.38,4.39,0,400,0,11,10/10/2020 16:06:46,DayLight
32.18,32.38,4.3,0,70.24,0,12,10/10/2020 16:06:47,DayLight
32.18,32.38,6.54,0,82.61,0,12,10/10/2020 16:06:48,DayLight
32.18,32.38,4.49,0,400,0,12,10/10/2020 16:06:49,DayLight
32.18,32.38,4.1,0,66.13,0,12,10/10/2020 16:06:50,DayLight
32.18,32.38,5.18,0,76.24,0,12,10/10/2020 16:06:51,DayLight
32.18,32.38,6.25,0,76.22,0,12,10/10/2020 16:06:52,DayLight
32.18,32.38,4.98,0,400,1,12,10/10/2020 16:06:53,DayLight
32.18,32.38,4.69,0,400,1,12,10/10/2020 16:06:54,DayLight
32.18,32.38,5.66,0,400,0,12,10/10/2020 16:06:55,DayLight
32.18,32.38,4.39,0,400,1,12,10/10/2020 16:06:56,DayLight
32.18,32.38,6.64,0,400,1,12,10/10/2020 16:06:57,DayLight
32.18,32.38,4.1,0,400,0,12,10/10/2020 16:06:58,DayLight
32.18,32.38,4.88,0,400,0,12,10/10/2020 16:06:59,DayLight
32.18,32.38,6.64,0,400,0,12,10/10/2020 16:07:00,DayLight
32.18,32.38,4.49,0,400,0,13,10/10/2020 16:07:01,DayLight
32.18,32.38,5.96,0,70.36,0,13,10/10/2020 16:07:02,DayLight
32.18,32.38,5.08,0,400,0,13,10/10/2020 16:07:03,DayLight
32.18,32.38,4.49,0,400,0,13,10/10/2020 16:07:04,DayLight
32.18,32.38,6.54,0,400,0,13,10/10/2020 16:07:05,DayLight
32.18,32.38,5.08,0,400,0,13,10/10/2020 16:07:06,DayLight
32.18,32.38,4.98,0,400,0,13,10/10/2020 16:07:07,DayLight
32.18,32.38,5.76,0,400,1,13,10/10/2020 16:07:08,DayLight
32.18,32.38,6.05,0,78.93,1,13,10/10/2020 16:07:09,DayLight
32.18,32.38,5.86,0,77.67,1,13,10/10/2020 16:07:10,DayLight
32.18,32.38,4.2,0,71.72,1,13,10/10/2020 16:07:11,DayLight
32.18,32.38,6.35,0,400,1,13,10/10/2020 16:07:12,DayLight
31.86,32.06,4.2,0,400,1,13,10/10/2020 16:07:13,DayLight
32.18,32.38,4.39,0,75.51,1,13,10/10/2020 16:07:14,DayLight
32.18,32.38,7.62,0,400,1,13,10/10/2020 16:07:15,DayLight
32.5,32.7,5.96,0,400,0,13,10/10/2020 16:07:16,DayLight
32.18,32.38,5.57,0,400,0,13,10/10/2020 16:07:17,DayLight
32.18,32.38,18.16,0,107.1,0,13,10/10/2020 16:07:18,DayLight
32.18,32.38,14.55,0,400,0,11,10/10/2020 16:07:19,DayLight
32.18,32.38,19.73,0,400,0,11,10/10/2020 16:07:20,DayLight
32.18,32.38,5.96,0,70.74,0,11,10/10/2020 16:07:21,DayLight
32.18,32.38,11.04,0,400,0,11,10/10/2020 16:07:22,DayLight
34.76,34.96,9.47,0,70.31,0,11,10/10/2020 16:07:23,DayLight
44,44.2,54,14,24,0,11,11/11/2020 11:11:23,Lighter
45,45.2,55,15,25,0,11,11/11/2020 11:11:24,Lighter
44,44.2,54,17,24,0,11,11/11/2020 11:11:25,Lighter
43,43.2,55,16,23,0,11,11/11/2020 11:11:26,Lighter
47,47.2,56,15,23,1,11,11/11/2020 11:11:27,Lighter
46,46.2,57,14,24,1,12,11/11/2020 11:11:28,Lighter
50,50.2,52,13,27,0,12,11/11/2020 11:11:29,Lighter
45,45.2,54,12,26,1,12,11/11/2020 11:11:30,Lighter
44,44.2,53,13,21,1,12,11/11/2020 11:11:31,Lighter
43,43.2,56,14,22,0,12,11/11/2020 11:11:32,Lighter
46,46.2,54,15,23,0,12,11/11/2020 11:11:33,Lighter
42,42.2,53,16,24,0,12,11/11/2020 11:11:34,Lighter
43,44.2,56,17,23,0,12,11/11/2020 11:11:35,Lighter
44,44.2,55,18,28,0,12,11/11/2020 11:11:36,Lighter
45,45.2,60,17,29,0,12,11/11/2020 11:11:37,Lighter
45,45.2,59,15,21,0,12,11/11/2020 11:11:38,Lighter
43,43.2,54,13,19,0,12,11/11/2020 11:11:39,Lighter
44,44.2,51,15,31,0,12,11/11/2020 11:11:40,Lighter
44,44.2,52,13,32,0,12,11/11/2020 11:11:41,Lighter
43,43.2,54,14,22,1,13,11/11/2020 11:11:42,Lighter
43,43.2,54,20,23,1,13,11/11/2020 11:11:43,Lighter
46,46.2,54,13,25,1,13,11/11/2020 11:11:44,Lighter
45,45.2,55,17,24,1,13,11/11/2020 11:11:45,Lighter
45,45.2,56,18,26,1,13,11/11/2020 11:11:46,Lighter
25,25.2,45,15,50,1,13,12/11/2020 12:12:46,FlashLight
24,24.2,44,14,49,1,13,12/11/2020 12:12:47,FlashLight
23,23.2,46,13,48,1,13,12/11/2020 12:12:48,FlashLight
22,22.2,43,12,47,0,13,12/11/2020 12:12:49,FlashLight
21,21.2,47,16,46,0,13,12/11/2020 12:12:50,FlashLight
20,20.2,41,17,51,0,13,12/11/2020 12:12:51,FlashLight
26,26.2,48,18,52,0,13,12/11/2020 12:12:52,FlashLight
27,27.2,40,19,53,0,13,12/11/2020 12:12:53,FlashLight
28,28.2,49,19,54,0,13,12/11/2020 12:12:54,FlashLight
29,29.2,41,17,55,0,13,12/11/2020 12:12:55,FlashLight
30,30.2,48,14,47,0,13,12/11/2020 12:12:56,FlashLight
24,24.2,40,13,46,0,13,12/11/2020 12:12:57,FlashLight
23,23.2,49,12,51,0,13,12/11/2020 12:12:58,FlashLight
22,22.2,46,16,55,0,11,12/11/2020 12:12:59,FlashLight
21,21.2,43,14,47,0,11,12/11/2020 12:13:00,FlashLight
24,24.2,41,13,46,1,11,12/11/2020 12:13:01,FlashLight
26,26.2,48,18,49,1,11,12/11/2020 12:13:02,FlashLight
27,27.2,40,14,47,1,11,12/11/2020 12:13:03,FlashLight
28,28.2,41,13,46,1,11,12/11/2020 12:13:04,FlashLight
29,29.2,48,12,55,1,11,12/11/2020 12:13:05,FlashLight
24,24.2,40,16,47,0,11,12/11/2020 12:13:06,FlashLight
23,23.2,49,19,46,1,11,12/11/2020 12:13:07,FlashLight
22,22.2,43,18,47,1,11,12/11/2020 12:13:08,FlashLight
21,21.2,47,14,46,0,12,12/11/2020 12:13:09,FlashLight
24,24.2,41,13,51,0,12,12/11/2020 12:13:10,FlashLight
23,23.2,48,12,55,0,12,12/11/2020 12:13:11,FlashLight
22,22.2,40,16,47,0,12,12/11/2020 12:13:12,FlashLight
21,21.2,49,13,46,0,12,12/11/2020 12:13:13,FlashLight
27,27.2,44,14,49,0,12,12/11/2020 12:13:14,FlashLight
28,28.2,46,13,47,0,12,12/11/2020 12:13:15,FlashLight
29,28.9,43,12,46,0,12,12/11/2020 12:13:16,FlashLight
24,23.9,47,16,51,0,12,12/11/2020 12:13:17,FlashLight
25,24.9,20,20,50,0,12,09/07/2020 10:10:17,Infrared
23,22.9,19,25,48,1,12,09/07/2020 10:10:18,Infrared
22,21.9,18,16,46,1,12,09/07/2020 10:10:19,Infrared
20,19.9,23,19,52,1,12,09/07/2020 10:10:20,Infrared
23,22.9,22,18,53,1,12,09/07/2020 10:10:21,Infrared
22,21.9,20,23,54,1,13,09/07/2020 10:10:22,Infrared
20,19.9,23,22,51,1,13,09/07/2020 10:10:23,Infrared
16,15.9,22,20,49,1,13,09/07/2020 10:10:24,Infrared
19,18.9,20,23,47,1,13,09/07/2020 10:10:25,Infrared
22,21.9,16,22,45,0,13,09/07/2020 10:10:26,Infrared
21,20.9,19,20,49,0,13,09/07/2020 10:10:27,Infrared
20,19.9,18,16,47,0,13,09/07/2020 10:10:28,Infrared
19,18.9,23,19,45,0,13,09/07/2020 10:10:29,Infrared
23,22.9,19,23,54,0,13,09/07/2020 10:10:30,Infrared
18,17.9,18,22,51,0,13,09/07/2020 10:10:31,Infrared
23,22.9,23,20,49,0,13,09/07/2020 10:10:32,Infrared
22,21.9,22,23,49,0,13,09/07/2020 10:10:33,Infrared
20,19.9,20,22,47,0,13,09/07/2020 10:10:34,Infrared
23,22.9,23,20,45,0,13,09/07/2020 10:10:35,Infrared
22,22.2,22,16,54,0,13,09/07/2020 10:10:36,Infrared
20,20.2,16,19,51,0,13,09/07/2020 10:10:37,Infrared
16,16.2,19,23,49,1,13,09/07/2020 10:10:38,Infrared
19,19.2,18,22,47,1,13,09/07/2020 10:10:39,Infrared
26,26.2,23,20,49,0,11,09/07/2020 10:10:40,Infrared
23,23.2,19,16,47,1,11,09/07/2020 10:10:41,Infrared
22,22.2,18,19,45,1,11,09/07/2020 10:10:42,Infrared
20,20.2,23,18,49,0,11,09/07/2020 10:10:43,Infrared
23,22.9,22,23,47,0,11,09/07/2020 10:10:44,Infrared
22,21.9,20,22,45,0,11,09/07/2020 10:10:45,Infrared
20,19.9,23,20,54,0,11,09/07/2020 10:10:46,Infrared
16,15.9,22,16,51,0,11,09/07/2020 10:10:47,Infrared
19,18.9,20,19,49,0,11,09/07/2020 10:10:48,Infrared
40,39.9,25,10,50,0,11,08/08/2020 08:08:47,FlashLight
39,38.9,22,9,51,0,12,08/08/2020 08:08:48,Lighter
38,37.9,16,8,49,0,12,08/08/2020 08:08:49,Infrared
36,35.9,19,7,49,0,12,08/08/2020 08:08:50,FlashLight
37,36.9,18,6,47,1,12,08/08/2020 08:08:51,Lighter
41,40.9,23,8,45,1,12,08/08/2020 08:08:52,Infrared
43,42.9,19,11,54,1,12,08/08/2020 08:08:53,Lighter
42,41.9,18,12,51,1,12,08/08/2020 08:08:54,FlashLight
45,44.9,23,13,49,1,12,08/08/2020 08:08:55,Lighter
44,43.9,22,14,47,1,12,08/08/2020 08:08:56,Infrared
35,34.9,20,10,49,1,12,08/08/2020 08:08:57,FlashLight
38,37.9,23,8,47,1,12,08/08/2020 08:08:58,FlashLight
39,38.9,22,5,45,0,12,08/08/2020 08:08:59,Lighter
42,41.9,20,9,49,0,12,08/08/2020 08:09:00,Infrared
44,43.9,22,7,47,0,12,08/08/2020 08:09:01,FlashLight
45,44.9,16,9,45,0,13,08/08/2020 08:09:02,Lighter
41,40.9,19,8,54,0,13,08/08/2020 08:09:03,Infrared
47,46.9,18,7,51,0,13,08/08/2020 08:09:04,FlashLight
42,41.9,23,6,51,0,13,08/08/2020 08:09:05,Lighter
38,37.9,19,8,49,0,13,08/08/2020 08:09:06,FlashLight
37,36.9,18,11,49,0,13,08/08/2020 08:09:07,Lighter
39,38.9,23,12,47,0,13,08/08/2020 08:09:08,Infrared
47,46.9,22,13,45,0,13,08/08/2020 08:09:09,Lighter
42,41.9,20,14,54,0,13,08/08/2020 08:09:10,FlashLight
38,37.9,23,10,51,1,13,08/08/2020 08:09:11,Lighter
37,36.9,22,8,49,1,13,08/08/2020 08:09:12,Infrared
39,38.9,20,5,47,0,13,08/08/2020 08:09:13,FlashLight
44,44.2,23,9,49,1,13,08/08/2020 08:09:14,Lighter
45,45.2,22,7,47,1,13,08/08/2020 08:09:15,FlashLight
47,47.2,24,11,45,0,13,08/08/2020 08:09:16,Lighter
42,42.2,22,12,49,0,13,08/08/2020 08:09:17,Infrared
38,38.2,16,6,51,0,13,08/08/2020 08:09:18,Lighter
37,37.2,19,8,49,0,13,08/08/2020 08:09:19,Infrared
39,39.2,18,11,49,0,11,08/08/2020 08:09:20,FlashLight
39,39.2,23,12,47,0,11,08/08/2020 08:09:21,Lighter
42,42.2,19,13,45,0,11,08/08/2020 08:09:22,Infrared
44,44.2,22,14,54,0,11,08/08/2020 08:09:23,FlashLight
45,45.2,16,10,51,0,11,08/08/2020 08:09:24,Lighter
41,41.2,19,8,49,0,11,08/08/2020 08:09:25,Infrared
47,47.2,18,5,47,1,11,08/08/2020 08:09:26,FlashLight
42,42.2,23,9,49,1,11,08/08/2020 08:09:27,Lighter
38,38.2,19,7,47,1,11,08/08/2020 08:09:28,Infrared
37,37.2,18,9,45,1,11,08/08/2020 08:09:29,FlashLight
39,39.2,23,8,49,1,12,08/08/2020 08:09:30,FlashLight
39,39.2,22,7,47,1,12,08/08/2020 08:09:31,Lighter
42,42.2,20,6,45,1,12,08/08/2020 08:09:32,Infrared
44,44.2,23,8,54,1,12,08/08/2020 08:09:33,FlashLight
45,45.2,22,11,51,0,12,08/08/2020 08:09:34,Lighter
47,47.2,20,12,45,0,12,08/08/2020 08:09:35,Infrared
42,42.2,19,13,54,0,12,08/08/2020 08:09:36,FlashLight
38,38.2,22,14,51,0,12,08/08/2020 08:09:37,FlashLight
37,37.2,16,10,49,0,12,08/08/2020 08:09:38,Lighter
39,39.2,19,8,47,0,12,08/08/2020 08:09:39,Infrared
42,42.2,18,5,49,0,12,08/08/2020 08:09:40,FlashLight
44,44.2,23,9,47,0,12,08/08/2020 08:09:41,Lighter
45,45.2,19,7,45,0,12,08/08/2020 08:09:42,FlashLight
41,41.2,18,11,49,0,12,08/08/2020 08:09:43,FlashLight
47,47.2,23,12,51,0,13,08/08/2020 08:09:44,Lighter
42,42.2,22,11,49,0,13,08/08/2020 08:09:45,Infrared
38,38.2,20,12,49,1,13,08/08/2020 08:09:46,Lighter
37,37.2,23,13,47,0,13,08/08/2020 08:09:47,Infrared
39,39.2,22,14,45,1,13,08/08/2020 08:09:48,FlashLight
47,47.2,16,10,54,1,13,08/08/2020 08:09:49,Lighter
42,42.2,19,9,51,1,13,08/08/2020 08:09:50,Infrared
38,38.2,18,8,49,1,13,08/08/2020 08:09:51,FlashLight
37,37.2,23,7,51,1,13,08/08/2020 08:09:52,Lighter
39,39.2,19,6,49,1,13,08/08/2020 08:09:53,FlashLight
44,44.2,18,8,49,1,13,08/08/2020 08:09:54,Lighter
45,45.2,23,11,47,1,13,08/08/2020 08:09:55,Infrared
41,41.2,22,12,45,1,13,08/08/2020 08:09:56,FlashLight
47,47.2,20,13,54,1,13,08/08/2020 08:09:57,Lighter
42,42.2,23,14,51,1,13,08/08/2020 08:09:58,FlashLight
38,38.2,22,10,49,1,13,08/08/2020 08:09:59,Lighter
37,37.2,20,8,47,0,13,08/08/2020 08:10:00,Infrared
39,39.2,23,5,49,1,13,08/08/2020 08:10:01,FlashLight
38,38.2,19,9,47,1,13,08/08/2020 08:10:02,FlashLight
39,39.2,18,7,45,0,13,08/08/2020 08:10:03,Lighter
42,42.2,23,11,49,0,13,08/08/2020 08:10:04,Infrared
44,44.2,22,12,47,0,13,08/08/2020 08:10:05,FlashLight
45,45.2,20,6,51,0,13,08/08/2020 08:10:06,Lighter
41,41.2,22,8,49,0,13,08/08/2020 08:10:07,FlashLight
47,47.2,16,11,49,0,13,08/08/2020 08:10:08,Lighter
42,42.2,19,12,47,0,13,08/08/2020 08:10:09,Infrared
38,38.2,18,13,45,0,13,08/08/2020 08:10:10,FlashLight
37,37.2,23,14,54,0,13,08/08/2020 08:10:11,Lighter
39,39.2,19,10,51,0,13,08/08/2020 08:10:12,FlashLight
44,44.2,18,9,49,1,13,08/08/2020 08:10:13,Lighter
45,45.2,23,8,47,1,13,08/08/2020 08:10:14,Infrared
38,38.2,22,7,49,1,13,08/08/2020 08:10:15,FlashLight
39,39.2,20,6,47,1,13,08/08/2020 08:10:16,Lighter
42,42.2,23,8,45,1,13,08/08/2020 08:10:17,FlashLight
44,43.9,22,11,49,1,13,08/08/2020 08:10:18,Lighter
45,44.9,20,12,47,1,13,08/08/2020 08:10:19,FlashLight
41,40.9,23,13,45,1,13,08/08/2020 08:10:20,Lighter
47,46.9,22,14,51,0,13,08/08/2020 08:10:21,Infrared
42,41.9,20,10,49,0,13,08/08/2020 08:10:22,Lighter
38,37.9,22,8,49,0,13,08/08/2020 08:10:23,FlashLight
37,36.9,16,5,47,0,13,08/08/2020 08:10:24,Lighter
39,38.9,19,9,45,0,13,08/08/2020 08:10:25,Infrared
47,46.9,18,7,54,0,13,08/08/2020 08:10:26,Lighter
42,41.9,23,11,51,0,13,08/08/2020 08:10:27,Infrared
38,37.9,19,12,49,0,13,08/08/2020 08:10:28,FlashLight
37,36.9,18,13,47,0,13,08/08/2020 08:10:29,Lighter
39,38.9,23,14,49,0,13,08/08/2020 08:10:30,Infrared
42,41.9,22,10,47,0,13,08/08/2020 08:10:31,FlashLight
44,43.9,20,8,45,0,13,08/08/2020 08:10:32,FlashLight
45,44.9,23,5,49,1,13,08/08/2020 08:10:33,Lighter
41,40.9,22,9,47,1,13,08/08/2020 08:10:34,Infrared
